ema_response_rate_pct,wear_time_mean_hrs_per_day,wear_time_days_meeting_goal,retention_pct,intervention_dosage_mean_per_day,cooldown_violation_count,daily_cap_violation_count,delivery_funnel_received_pct,run_in_mssd_mean,overall_lt_mssd_mean
84.95238095238095,9.645238095238096,181,83.33333333333333,3.1785714285714284,0,0,91.66666666666667,0.6558836206896552,0.3082424943883277
